,SKU,order_number,order_date,date_received,provider,brand,product_name,units_ordered,orders_received
3415,NagNP2189,28-021,2022-12-12 00:00:00,2022-12-15,Natural Pets,Natural pets,Pollo (BARF) para Gato- 500 Grs - Unidad,0,0
3416,NapNP2571,28-021,2022-12-12 00:00:00,2022-12-15,Natural Pets,Natural pets,Cordero (BARF) - 1Kg - 6Pack,1,1
3417,NapNP2569,28-021,2022-12-12 00:00:00,2022-12-15,Natural Pets,Natural pets,Cordero (BARF) - 500 Grs - 5Pack,2,2
3418,NapNPA2115,28-021,2022-12-12 00:00:00,2022-12-15,Natural Pets,Natural pets,Pollo (BARF) - 1Kg - 6Pack,10,10
3419,NapNPA2111,28-021,2022-12-12 00:00:00,2022-12-15,Natural Pets,Natural pets,Pollo (BARF) - 500 Grs - 5Pack,12,12
3420,NapNPA2112,28-021,2022-12-12 00:00:00,2022-12-15,Natural Pets,Natural pets,Ternera (BARF) - 500 Grs - 5Pack,10,10
3421,NapNPA2116,28-021,2022-12-12 00:00:00,2022-12-15,Natural Pets,Natural pets,Ternera (BARF) - 1Kg - 6Pack,10,10
3422,PupBE213,04-021,2022-12-12 00:00:00,2022-12-15,Purina,Beneful,"Adulto Original Carne de Res - 10.1, kg",2,2
3423,PupBE330,04-021,2022-12-12 00:00:00,2022-12-15,Purina,Beneful,"Minis Adulto Carne - 4, kg",1,0
3424,PupDL5461,04-021,2022-12-12 00:00:00,2022-12-15,Purina,Dentalife,"Perro Grande - 221, g",2,2
3425,PupCH343,04-021,2022-12-12 00:00:00,2022-12-15,Purina,Dog Chow,"Dog Chow Adulto Razas Minis y Pequeños - 2, kg",1,1
3426,PupCH466,04-021,2022-12-12 00:00:00,2022-12-15,Purina,Dog Chow,"Alimento Húmedo Adultos Estofado Con Carne y Vegetales - 374, g",10,9
3427,PupCH467,04-021,2022-12-12 00:00:00,2022-12-15,Purina,Dog Chow,"Alimento Húmedo Adultos Cordero Lata - 374, g",6,6
3428,PupCH686,04-021,2022-12-12 00:00:00,2022-12-15,Purina,Dog Chow,"Alimento Húmedo Adultos Pavo - 100, g",6,6
3429,PupCH688,04-021,2022-12-12 00:00:00,2022-12-15,Purina,Dog Chow,"Alimento Húmedo Adultos Pollo y Carne - 100, g",10,10
3430,PupCH691,04-021,2022-12-12 00:00:00,2022-12-15,Purina,Dog Chow,"Alimento Húmedo Adultos Carne - 100, g",10,10
3431,PugFF4102,04-021,2022-12-12 00:00:00,2022-12-15,Purina,Fancy Feast,"Alimento Húmedo En Lata Salmon Classic Pate - 85, g",6,0
3432,PugFF498,04-021,2022-12-12 00:00:00,2022-12-15,Purina,Fancy Feast,"Alimento Húmedo En Lata Salmon in Gravy Grilled - 85, g",6,0
3433,PugFX6106,04-021,2022-12-12 00:00:00,2022-12-15,Purina,Felix,Alimento Húmedo Salmón - 85 g - Unidad,12,12
3434,PugPP2328,04-021,2022-12-12 00:00:00,2022-12-15,Purina,Pro Plan,"Gato Adulto Pollo - 3, kg",2,2
3435,PugPPT2387,04-021,2022-12-12 00:00:00,2022-12-15,Purina,Pro Plan,"Kitten Pollo en Salsa - 85, g",36,36
3436,PupPP1407,04-021,2022-12-12 00:00:00,2022-12-15,Purina,Pro Plan,"Pro Plan Cachorro Raza Mediana - 13, kg",1,1
3437,PupPP2422,04-021,2022-12-12 00:00:00,2022-12-15,Purina,Pro Plan,"Pro Plan Adulto Raza Mediana - 7.5, kg",1,1
3438,NOgCL1772,05-012,2022-12-14 00:00:00,2022-12-15,Repagro,NOBA,"Arena Aroma Talco para Bebé - 18, kg",8,9
3439,NOgCL1767,05-013,2022-12-19 00:00:00,2022-12-15,Repagro,NOBA,"Arena Aroma Lavanda - 18, kg",6,9
3440,MapQP1745,05-013,2022-12-19 00:00:00,2022-12-15,Repagro,MasQPets,Long Pork Bone - Unica,5,5
3441,MapQP3753,05-013,2022-12-19 00:00:00,2022-12-15,Repagro,MasQPets,"Premios - 100, g",6,9
3442,MapQP1731,05-013,2022-12-19 00:00:00,2022-12-15,Repagro,MasQPets,Oreja Angus - Unica,5,5
3443,MapQP1752,05-013,2022-12-19 00:00:00,2022-12-15,Repagro,MasQPets,Pork Bone - Unica,5,5
3444,MapQP3733,05-013,2022-12-19 00:00:00,2022-12-15,Repagro,MasQPets,"Angus Strips - 80, g",5,5
3445,MapQP3736,05-013,2022-12-19 00:00:00,2022-12-15,Repagro,MasQPets,"Bully Sticks - 5, Unidades",3,3
3446,NOgCL2771,05-013,2022-12-19 00:00:00,2022-12-15,Repagro,NOBA,"Arena Aroma Talco para Bebé - 6, kg",3,0
3447,YodYT2249,35-002,2022-12-06 00:00:00,2022-12-15,Yotoo,Yotto,Cama Gris - Medium,2,2
3448,YodYT2253,35-002,2022-12-06 00:00:00,2022-12-15,Yotoo,Yotto,Cama Cafe Gris - Large,2,2
3449,YodYT2251,35-002,2022-12-06 00:00:00,2022-12-15,Yotoo,Yotto,Cama Gris - Large,2,2
3450,YodYT2250,35-002,2022-12-06 00:00:00,2022-12-15,Yotoo,Yotto,Cama Gris Negro - Medium,1,1
3451,VipVC31326,07-015,2022-12-12 00:00:00,2022-12-16,Virbac,Virbac,"Dog Kidney Support - 3, kg",2,2
3452,VipVC31680,07-015,2022-12-12 00:00:00,2022-12-16,Virbac,Virbac,"Adult Dog Small And Toy - 3, kg",2,2
3453,VipVC31322,07-015,2022-12-12 00:00:00,2022-12-16,Virbac,Virbac,"Dog Digestive Support - 3, kg",3,3
3454,VigVC3193,07-015,2022-12-12 00:00:00,2022-12-16,Virbac,Virbac,"Cat Urology Struvite Dissolution #1 - 1.5, kg",2,2
3455,NupNS1291,02-034,2022-12-18 00:00:00,2022-12-19,Belina,NutriSource,"Senior (Pollo y Arroz) - 13.6, kg",1,1
3456,NupNS3279,02-034,2022-12-18 00:00:00,2022-12-19,Belina,NutriSource,"Chicken And Rice Adulto - 2.27, kg",1,1
3457,NupNS1323,02-034,2022-12-18 00:00:00,2022-12-19,Belina,NutriSource,"Seafood Libre de Granos - 13.6, kg",10,10
3458,1spFC3798,03-030,2022-12-13 00:00:00,2022-12-21,Herrera y Elizondo,1st CHOICE,"Adulto Toda Raza Hipoalergenico (Papa y Pato) - 2, kg",6,6
3459,1spFC1803,03-030,2022-12-13 00:00:00,2022-12-21,Herrera y Elizondo,1st CHOICE,"Adulto Todas Razas Piel y Pelo Sensible (Cordero) - 15, kg",2,2
3460,1sgFC3779,03-030,2022-12-13 00:00:00,2022-12-21,Herrera y Elizondo,1st CHOICE,"Gato Hipoalergenico Libre de Granos - 2.72, kg",4,4
3461,1sgFC3783,03-030,2022-12-13 00:00:00,2022-12-21,Herrera y Elizondo,1st CHOICE,"Gato Indoor Vitality (Pollo) - 2.72, kg",1,1
3462,1sgFC2789,03-030,2022-12-13 00:00:00,2022-12-21,Herrera y Elizondo,1st CHOICE,"Gato Urinario - 5.44, kg",2,2
3463,1spFC2710,03-030,2022-12-13 00:00:00,2022-12-21,Herrera y Elizondo,1st CHOICE,"Puppy Toy & Small Breeds - 2.27, kg",2,2
3464,NepNX1993,03-030,2022-12-13 00:00:00,2022-12-21,Herrera y Elizondo,NexGard,"10.1 a 25 kg (Verde) - 68, g",10,13
3465,NepNX1991,03-030,2022-12-13 00:00:00,2022-12-21,Herrera y Elizondo,NexGard,"4.1 a 10kg (Azul) - 68, g",10,13
3466,heUnPr66,03-030,2022-12-13 00:00:00,2022-12-21,Herrera y Elizondo,Unimedical,Prednisolona 10 mg (RRM) - Blíster,1,2
3467,heUnPr67,03-030,2022-12-13 00:00:00,2022-12-21,Herrera y Elizondo,Unimedical,Prednisolona 10 mg (RRM) - Tableta,10,10
3468,heUnPr68,03-030,2022-12-13 00:00:00,2022-12-21,Herrera y Elizondo,Unimedical,Prednisolona 20 mg (RRM) - Blíster,1,2
3469,heUnPr69,03-030,2022-12-13 00:00:00,2022-12-21,Herrera y Elizondo,Unimedical,Prednisolona 20 mg (RRM) - Tableta,10,10
3470,MPpMPA1717,18-010.1,2022-12-22 00:00:00,2022-12-25,Mundo Pet,M Pets,Jupiter Ball L - L,6,6
3471,RupRW2706,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Swamp Cooler Neck Salmon Pink/Blue Mist - M,1,1
3472,RupRW2707,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Swamp Cooler Neck Aurora Teal/Heliotrope Purple - L,1,1
3473,RupRW2715,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Double Track™ (Correa Doble) - Granito Gris,1,1
3474,RupRW2716,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Trail Runner Bowl (Tazón Ultraligero y Empacable) - Azul,1,1
3475,RupRW2717,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Bolsa Treat Trader™ - Gris,1,1
3476,RupRW2718,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Funda de Asiento Dirtbag™ - Gris Granito,1,1
3477,RupRW2719,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Front Range Collar Red Sumac - Small,1,1
3478,RupRW2720,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Front Range Collar Hibiscus Pink - Small,1,1
3479,RupRW2721,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Front Range Collar Red Sumac - Medium,1,1
3480,RupRW2722,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Front Range Collar Hibiscus Pink - Medium,1,1
3481,RupRW2723,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Front Range Collar Red Sumac - Large,1,1
3482,RupRW2724,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Correa Front Range Red Sumac - Red Sumac,2,2
3483,RupRW2725,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Arnés Front Range Red Sumac - Extra Small,1,1
3484,RupRW2726,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Arnés Front Range Hibiscus Pink - Extra Small,1,1
3485,RupRW2727,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Arnés Front Range Red Sumac - Small,1,1
3486,RupRW2728,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Arnés Front Range Hibiscus Pink - Small,1,1
3487,RupRW2729,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Arnés Front Range Hibiscus Pink - Medium,1,1
3488,RupRW2730,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Arnés Front Range Hibiscus Pink - Large - Extra Large,1,1
3489,RupRW2731,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Arnés Front Range Red Sumac - Medium,1,1
3490,RupRW2732,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Front Range Collar Hibiscus Pink - Large,1,1
3491,RupRW2733,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Correa Front Range Hibiscus Pink - Hibiscus Pink,1,1
3492,RupRW2734,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Correa Front Range Blue Moon - Blue Moon,1,1
3493,RupRW2735,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Arnés Front Range Aurora Teal - Extra Small,1,1
3494,RupRW2736,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Arnés Front Range Aurora Teal - Small,1,1
3495,RupRW2737,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Arnés Front Range Aurora Teal - Medium,1,1
3496,RupRW2738,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Arnés Front Range Aurora Teal - Large - Extra Large,1,1
3497,RupRW2739,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Correa Front Range Aurora Teal - Aurora Teal,1,1
3498,RupRW2740,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Front Range Collar Sumac Aurora Teal - Small,1,1
3499,RupRW2741,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Front Range Collar Sumac Aurora Teal - Medium,1,1
3500,RupRW2742,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Front Range Collar Sumac Aurora Teal - Large,1,1
3501,RupRW2744,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Front Range Collar Blue Moon - Small,1,1
3502,RupRW2745,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Front Range Collar Blue Moon - Medium,1,1
3503,RupRW2746,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Front Range Collar Blue Moon - Large,1,1
3504,RupRW2747,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Arnés Front Range Blue Moon - Extra Small,1,1
3505,RupRW2748,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Arnés Front Range Blue Moon - Small,1,1
3506,RupRW2749,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Arnés Front Range Blue Moon - Medium,1,1
3507,RupRW2750,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Arnés Front Range Blue Moon - Large - Extra Large,1,1
3508,RupRW2751,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Roamer™ (Correa elástica para correr) - Gris Granito,1,1
3509,RupRW2752,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Knot-a-Leash™ Correa Reflectante Con Bloqueo - Negra,1,1
3510,RupRW2753,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Knot-a-Leash™ Correa Reflectante Con Bloqueo - Rosada,1,1
3511,RupRW2754,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Knot-a-Long™ Correa de cuerda Red Sumac - Red Sumac,1,1
3512,RupRW2755,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Knot-a-Long™ Correa de cuerda Obsidian Black - Obsidian Black,1,1
3513,RupRW2756,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Arnés Front Range Red Sumac - Large - Extra Large,1,1
3514,RupRW2760,45-001,2023-01-01 00:00:00,2023-01-04,Animal Friend,Ruffwear,Swamp Cooler Neck Aurora Teal/Heliotrope Purple - M,1,1
3515,BapBA1354,02-036,2023-01-03 00:00:00,2023-01-04,Belina,Balance,"Adulto Cordero y Arroz - 14.97, kg",2,2
3516,BapBA1352,02-036,2023-01-03 00:00:00,2023-01-04,Belina,Balance,"Adulto - 14.97, kg",4,0
3517,BapBA1368,02-036,2023-01-03 00:00:00,2023-01-04,Belina,Balance,"Senior - 14.97, kg",3,3
3518,BapBA1355,02-036,2023-01-03 00:00:00,2023-01-04,Belina,Balance,"Puppy - 14.97, kg",3,3
3519,BapBA1385,02-036,2023-01-03 00:00:00,2023-01-04,Belina,Balance,"Adulto Raza Grande - 14.97, kg",3,3
3520,BagBA2371,02-036,2023-01-03 00:00:00,2023-01-04,Belina,Balance,"Adulto Gato Pescado - 10, kg",2,1
3521,BapBA1360,02-036,2023-01-03 00:00:00,2023-01-04,Belina,Balance,"Adulto Raza Pequeña - 14.97, kg",2,2
3522,BapBA2350,02-036,2023-01-03 00:00:00,2023-01-04,Belina,Balance,"Adulto Cordero y Arroz - 9.07, kg",3,3
3523,BapBA1369,02-036,2023-01-03 00:00:00,2023-01-04,Belina,Balance,"Control de Peso - 14.97, kg",2,2
3524,BagBA2372,02-036,2023-01-03 00:00:00,2023-01-04,Belina,Balance,"Adulto Gato Pollo - 10, kg",1,1
3525,BapBA1388,02-036,2023-01-03 00:00:00,2023-01-04,Belina,Balance,"Piel y Pelo - 14.97, kg",1,1
3526,BapBA2387,02-036,2023-01-03 00:00:00,2023-01-04,Belina,Balance,"Piel y Pelo - 9.07, kg",1,1
3527,BapBA3362,02-036,2023-01-03 00:00:00,2023-01-04,Belina,Balance,"Puppy Raza Pequeña - 2, kg",1,1
3528,BagBA3377,02-036,2023-01-03 00:00:00,2023-01-04,Belina,Balance,"Adulto Gato Pollo - 2, kg",1,1
3529,BapBA2380,02-036,2023-01-03 00:00:00,2023-01-04,Belina,Balance,"Senior - 9.07, kg",2,2
3530,BagBA3378,02-036,2023-01-03 00:00:00,2023-01-04,Belina,Balance,"Kitten (Gatitos) - 2, kg",2,2
3531,BapBA2359,02-036,2023-01-03 00:00:00,2023-01-04,Belina,Balance,"Adulto Raza Pequeña - 9.07, kg",1,0
3532,BapBA2353,02-036,2023-01-03 00:00:00,2023-01-04,Belina,Balance,"Adulto - 9.07, kg",1,1
3533,NupNS3275,02-035,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Cat and Kitten Chicken & Rice - 3, kg",2,2
3534,NupNS3279,02-035,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Chicken And Rice Adulto - 2.27, kg",3,3
3535,NupNS3275,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Cat and Kitten Chicken & Rice - 3, kg",4,4
3536,NupNS5332,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Treats Pollo - 179, g",6,6
3537,NupNS5337,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Bites Grain Free Salmon - 179, g",6,0
3538,NupNS1323,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Seafood Libre de Granos - 13.6, kg",6,6
3539,NupPV5324,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Treats Hip and Joint - 179, g",12,13
3540,NupNS1287,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Large Breed Puppy (Raza Grande Cachorro) - 13.6, kg",5,5
3541,NupNS1295,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Lamb Meal And Rice (Cordero y Arroz) - 13.6, kg",2,2
3542,NugNS2305,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Cat and Kitten Chicken & Rice - 7.25, kg",4,3
3543,NugNS3309,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Cat and Kitten Chicken, Salmon and Liver - 3, kg",2,2
3544,NupNS2273,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Weight Management (Control de Peso) - 6.8, kg",2,2
3545,NupNS1291,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Senior (Pollo y Arroz) - 13.6, kg",5,4
3546,NugNS2308,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Cat and Kitten Chicken, Salmon and Liver - 7.25, kg",3,3
3547,NupNS1270,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Super Performance Chicken and Rice (Pollo y Arroz) - 18.1, kg",1,1
3548,NupNS2278,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Chicken And Rice Adulto - 6.8, kg",1,1
3549,NupNS3312,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Grain Free Chicken And Peas (Libre de granos Pollo y Guisantes) - 2.26, kg",1,1
3550,NupNS3293,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Senior (Pollo y Arroz) - 2.27, kg",3,3
3551,NupNS2311,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Grain Free Chicken And Peas (Libre de granos Pollo y Guisantes) - 6.8, kg",2,2
3552,NupNS2317,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Seafood Libre de Granos - 6.8, kg",1,1
3553,NupNS4319,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Alimento En Lata de Pollo - 368, g",6,0
3554,NupNS2292,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Senior (Pollo y Arroz) - 6.8, kg",2,2
3555,NupNS2296,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Lamb Meal And Rice (Cordero y Arroz) - 6.8, kg",2,2
3556,NupNS2284,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"S and M Puppy Chicken And Rice (Pollo y Arroz Cachorro) - 6.8, kg",1,1
3557,NupPV1261,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Salmon And Potato - 11.34, kg",1,0
3558,NupNS3279,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Chicken And Rice Adulto - 2.27, kg",2,2
3559,NupPV3268,02-036,2023-01-03 00:00:00,2023-01-04,Belina,NutriSource,"Salmón Libre de Granos - 2.27, kg",1,1
3560,VipVB2019,07-016,2023-01-04 00:00:00,2023-01-05,Virbac,Virbac,"Aquadent - 250, ml",2,2
3561,VipVC31328,07-016,2023-01-04 00:00:00,2023-01-05,Virbac,Virbac,"Dog Urology Dissolution & Prevention - 3, kg",2,2
3562,VipVB2022,07-016,2023-01-04 00:00:00,2023-01-05,Virbac,Virbac,Veggiedent - S,3,3
3563,VipVC31322,07-016,2023-01-04 00:00:00,2023-01-05,Virbac,Virbac,"Dog Digestive Support - 3, kg",3,3
3564,VipVC31678,07-016,2023-01-04 00:00:00,2023-01-05,Virbac,Virbac,"Baby Dog Small & Toy - 3, kg",1,1
3565,VigMed2186,07-016,2023-01-04 00:00:00,2023-01-05,Virbac,Virbac,"Adult with Salmon Neutered And Entire Cat - 7, kg",2,1
3566,VipVC11327,07-016,2023-01-04 00:00:00,2023-01-05,Virbac,Virbac,"Dog Kidney Support - 12, kg",1,1
3567,VipVB2764,07-016,2023-01-04 00:00:00,2023-01-05,Virbac,Virbac,Endogard 2.5,1,1
3568,VipVB2763,07-016,2023-01-04 00:00:00,2023-01-05,Virbac,Virbac,Endogard 10,1,1
3569,VipVB2762,07-016,2023-01-04 00:00:00,2023-01-05,Virbac,Virbac,Endogard 30,1,1
3570,VipVC31326,07-016,2023-01-04 00:00:00,2023-01-05,Virbac,Virbac,"Dog Kidney Support - 3, kg",2,0
3571,VigVC3196,07-016,2023-01-04 00:00:00,2023-01-05,Virbac,Virbac,"Adult with Salmon Neutered And Entire Cat - 3, kg",2,0
3572,VipVC21685,07-016,2023-01-04 00:00:00,2023-01-05,Virbac,Virbac,"Adult Neutered Dog Small & Toy - 7, kg",1,0
3573,ZepZDA1787,08-008,2023-01-04 00:00:00,2023-01-06,DogHood,ZeeDog,Tuff Bowl Black - Unica,1,1
3574,ZepZDA1790,08-008,2023-01-04 00:00:00,2023-01-06,DogHood,ZeeDog,Zee Mat Black - Unica,1,1
3575,ZepZD2477,08-008,2023-01-04 00:00:00,2023-01-06,DogHood,ZeeDog,Prisma Pechera Ajustable - Small,1,1
3576,ZeHZD2408,08-008,2023-01-04 00:00:00,2023-01-06,DogHood,ZeeDog,Bulto Deportivo - Verde/Naranja,1,1
3577,ZeHZD2411,08-008,2023-01-04 00:00:00,2023-01-06,DogHood,ZeeDog,Funda Laptop - Rosado,1,1
3578,ZegZC2389,08-008,2023-01-04 00:00:00,2023-01-06,DogHood,ZeeDog,Duo Bowl - Negro,1,1
3579,ZegZC2391,08-008,2023-01-04 00:00:00,2023-01-06,DogHood,ZeeDog,Duo Bowl - Terracotta,1,1
3580,ZegZC2390,08-008,2023-01-04 00:00:00,2023-01-06,DogHood,ZeeDog,Duo Bowl - Oliva,1,1
3581,ZegZC2392,08-008,2023-01-04 00:00:00,2023-01-06,DogHood,ZeeDog,"Finger Puppets - 3, Uds",1,1
3582,ZepZD2418,08-008,2023-01-04 00:00:00,2023-01-06,DogHood,ZeeDog,Atlanta Pechera Ajustable - XS,1,1
3583,ZepZD2451,08-008,2023-01-04 00:00:00,2023-01-06,DogHood,ZeeDog,Phantom Collar - M,1,1
3584,ZepZD2449,08-008,2023-01-04 00:00:00,2023-01-06,DogHood,ZeeDog,Phantom Collar - XS,1,1
3585,ZepZD2463,08-008,2023-01-04 00:00:00,2023-01-06,DogHood,ZeeDog,Pink Led Pechera Ajustable - S,1,1
3586,ZepZD2464,08-008,2023-01-04 00:00:00,2023-01-06,DogHood,ZeeDog,Pink Led Collar - XS,1,0
3587,ZepZD2482,08-008,2023-01-04 00:00:00,2023-01-06,DogHood,ZeeDog,Prisma Collar - S,1,1
3588,ZepZD2484,08-008,2023-01-04 00:00:00,2023-01-06,DogHood,ZeeDog,Prisma Arnes H - L,1,1
3589,ZepZD2489,08-008,2023-01-04 00:00:00,2023-01-06,DogHood,ZeeDog,Prisma Correa - S,1,1
3590,ZepZD2504,08-008,2023-01-04 00:00:00,2023-01-06,DogHood,ZeeDog,Ultimate Blue Pechera Ajustable - XS,1,1
3591,ZepZD2649,08-008,2023-01-04 00:00:00,2023-01-06,DogHood,ZeeDog,Blast Collar - M,1,1
3592,ZepZDA1779,08-008,2023-01-04 00:00:00,2023-01-06,DogHood,ZeeDog,Super Banana - Unica,2,2
3593,ZepZDA1786,08-008,2023-01-04 00:00:00,2023-01-06,DogHood,ZeeDog,Mr. X - Unica,2,2
3594,ZepZDA1791,08-008,2023-01-04 00:00:00,2023-01-06,DogHood,ZeeDog,Cyclops - Unica,2,2
3595,ZePZDA1832,08-008,2023-01-04 00:00:00,2023-01-06,DogHood,ZeeDog,Flying Vinyl Frisbee - Unica,2,0
3596,ZepZD11833,08-008,2023-01-04 00:00:00,2023-01-06,DogHood,ZeeDog,"Poop Bags - 60, Bolsas",2,2
3597,NapNPA2110,28-022,2023-01-03 00:00:00,2023-01-06,Natural Pets,Natural pets,Búfalo (BARF) - 1Kg - Unidad,6,6
3598,NapNPA2106,28-022,2023-01-03 00:00:00,2023-01-06,Natural Pets,Natural pets,Búfalo (BARF) - 500 Grs - Unidad,5,5
3599,NapNPA2109,28-022,2023-01-03 00:00:00,2023-01-06,Natural Pets,Natural pets,Cerdo (BARF) - 1Kg - Unidad,4,4
3600,NapNPA2105,28-022,2023-01-03 00:00:00,2023-01-06,Natural Pets,Natural pets,Cerdo (BARF) - 500 Grs - Unidad,5,5
3601,NapNP2570,28-022,2023-01-03 00:00:00,2023-01-06,Natural Pets,Natural pets,Cordero (BARF) - 1Kg - Unidad,6,6
3602,NapNPT2353,28-022,2023-01-03 00:00:00,2023-01-06,Natural Pets,Natural pets,Patas de Pollo - 12 unidades,10,10
3603,NapNPA2107,28-022,2023-01-03 00:00:00,2023-01-06,Natural Pets,Natural pets,Pollo (BARF) - 1Kg - Unidad,0,0
3604,NagNP2189,28-022,2023-01-03 00:00:00,2023-01-06,Natural Pets,Natural pets,Pollo (BARF) para Gato- 500 Grs - Unidad,0,0
3605,NapNPA2103,28-022,2023-01-03 00:00:00,2023-01-06,Natural Pets,Natural pets,Pollo (BARF) - 500 Grs - Unidad,0,0
3606,NapNPA2108,28-022,2023-01-03 00:00:00,2023-01-06,Natural Pets,Natural pets,Ternera (BARF) - 1Kg - Unidad,14,14
3607,NapNPA2104,28-022,2023-01-03 00:00:00,2023-01-06,Natural Pets,Natural pets,Ternera (BARF) - 500 Grs - Unidad,5,5
3608,NapNPA2114,28-022,2023-01-03 00:00:00,2023-01-06,Natural Pets,Natural pets,Búfalo (BARF) - 500 Grs - 5Pack,2,2
3609,NapNPA2118,28-022,2023-01-03 00:00:00,2023-01-06,Natural Pets,Natural pets,Búfalo (BARF) - 1Kg - 6Pack,2,2
3610,NapNPA2113,28-022,2023-01-03 00:00:00,2023-01-06,Natural Pets,Natural pets,Cerdo (BARF) - 500 Grs - 5Pack,6,6
