Supplier,Pets,Category,Brand,SKU,Inital_Stock,Received,Shipped,Stock,Active,Paused,Reserved_Autoship_quantity,Autoship_stock_status
Suplidora Royal,cat,Food,Royal Canin,RogRC31432,0.0,11,7,4,0,0,0,
Suplidora Royal,cat,Food,Royal Canin,RogRC31433,0.0,2,2,0,0,0,0,
VETIM SA,dog,Food,Prescription Diet,ScpSD31439,0.0,50,41,9,4,0,4,Available
VETIM SA,dog,Food,Prescription Diet,ScpSD31456,0.0,7,5,2,0,0,0,
VETIM SA,dog,Food,Prescription Diet,ScpSD21457,1.0,17,11,7,1,0,1,Available
VETIM SA,dog,Food,Prescription Diet,ScpSD31463,0.0,13,10,3,1,0,1,Available
VETIM SA,dog,Food,Prescription Diet,ScpSD11465,-1.0,8,5,2,2,0,2,Reserve Now
VETIM SA,dog,Food,Prescription Diet,ScpSD21467,-1.0,13,7,5,2,0,2,Available
VETIM SA,dog,Food,Prescription Diet,ScpSD31470,0.0,18,12,6,2,0,2,Available
VETIM SA,dog,Food,Prescription Diet,ScpSD11472,0.0,13,9,4,1,1,2,Available
VETIM SA,dog,Food,Prescription Diet,ScpSD11480,0.0,41,34,7,3,0,3,Available
VETIM SA,dog,Food,Prescription Diet,ScpSD31488,0.0,14,10,4,2,0,2,Available
VETIM SA,cat,Food,Prescription Diet,ScgSD31494,0.0,77,71,6,7,1,8,Reserve Now
VETIM SA,cat,Food,Prescription Diet,ScgSD31495,1.0,37,27,11,4,2,6,Available
VETIM SA,cat,Food,Prescription Diet,ScgSD31496,4.0,28,28,4,3,0,3,Available
VETIM SA,cat,Food,Prescription Diet,ScgSD31498,0.0,14,9,5,2,0,2,Available
VETIM SA,cat,Food,Prescription Diet,ScgSD31500,0.0,16,12,4,2,0,2,Available
VETIM SA,cat,Food,Prescription Diet,ScgSD31501,0.0,9,6,3,1,0,1,Available
VETIM SA,cat,Food,Prescription Diet,ScgSD31502,0.0,6,4,2,0,0,0,
VETIM SA,cat,Food,Prescription Diet,ScgSD31504,0.0,11,9,2,2,0,2,Reserve Now
Virbac,dog,Food,Virbac,VipVC31680,0.0,19,15,4,2,0,2,Available
Virbac,dog,Food,Virbac,VipVC21681,0.0,11,8,3,3,0,3,Reserve Now
Virbac,dog,Food,Virbac,VipVC31692,0.0,4,0,4,0,0,0,
Virbac,dog,Food,Virbac,VipVC11693,0.0,13,11,2,0,0,0,
Virbac,cat,Food,Virbac,VigVC31726,1.0,11,9,3,0,1,1,Available
Virbac,cat,Food,Virbac,VigVC31727,0.0,16,11,5,1,0,1,Available
nan,,,nan,PapPW91404,0.0,0,0,0,0,0,0,
Full Pets,dog,Higiene,Tropiclean,TrTC11829,-1.0,3,1,1,0,0,0,
Full Pets,dog,Higiene,Tropiclean,TrTC11830,0.0,6,6,0,0,0,0,
Full Pets,cat,Higiene,Tropiclean,TrTC11833,0.0,6,4,2,0,0,0,
Full Pets,dog,Accessories,Snug Arooz,SnSZ81860,0.0,2,0,2,0,0,0,
Full Pets,dog,Accessories,Snug Arooz,SnSZ81861,0.0,1,0,1,0,0,0,
nan,,,nan,SnSZ81862,0.0,1,1,0,0,0,0,
Full Pets,dog,Accessories,Snug Arooz,SnSZ81863,0.0,2,1,1,0,0,0,
Full Pets,dog,Accessories,Snug Arooz,SnSZ81864,0.0,1,0,1,0,0,0,
Full Pets,dog,Accessories,Snug Arooz,SnSZ81865,0.0,1,0,1,0,0,0,
nan,,,nan,SnSZ81866,0.0,1,1,0,0,0,0,
nan,,,nan,SnSZ81867,0.0,1,0,1,0,0,0,
nan,,,nan,SnSZ81868,0.0,1,1,0,0,0,0,
Full Pets,dog,Accessories,Snug Arooz,SnSZ81869,0.0,1,0,1,0,0,0,
Full Pets,dog,Accessories,Snug Arooz,SnSZ81870,0.0,2,2,0,0,0,0,
Full Pets,dog,Higiene,Tropiclean,TrTC11834,0.0,4,4,0,1,0,1,Reserve Now
Full Pets,dog,Higiene,Tropiclean,TrTC11835,-1.0,6,4,1,0,0,0,
Full Pets,dog,Higiene,Tropiclean,TrTC11836,0.0,6,5,1,0,0,0,
Full Pets,dog,Higiene,Tropiclean,TrTC11837,1.0,9,9,1,0,0,0,
Full Pets,dog,Higiene,Tropiclean,TrTC11839,0.0,6,6,0,1,0,1,Reserve Now
Full Pets,dog,Higiene,Tropiclean,TrTC11840,0.0,4,3,1,0,0,0,
Full Pets,dog,Higiene,Tropiclean,TrTC11842,0.0,2,1,1,0,0,0,
Full Pets,dog and cat,Higiene,Tropiclean,TrTC11844,0.0,17,14,3,0,0,0,
Full Pets,dog,Higiene,Tropiclean,TrTC11846,0.0,3,2,1,0,0,0,
Full Pets,dog,Higiene,Tropiclean,TrTC11850,0.0,4,3,1,0,0,0,
Full Pets,dog,Higiene,Tropiclean,TrTC11851,0.0,5,4,1,0,0,0,
Full Pets,dog,Higiene,Tropiclean,TrTC11852,0.0,3,2,1,0,0,0,
Full Pets,dog,Higiene,Urine Off,UrUO11853,0.0,8,6,2,0,0,0,
Full Pets,dog,Higiene,Urine Off,UrUO11854,0.0,3,3,0,0,0,0,
Full Pets,cat,Higiene,Urine Off,UrUO11855,-1.0,5,3,1,0,0,0,
Full Pets,cat,Higiene,Urine Off,UrUO11856,1.0,7,6,2,0,0,0,
Full Pets,dog,Higiene,Urine Off,UrUO11857,0.0,2,1,1,0,0,0,
Full Pets,dog,Higiene,Urine Off,UrUO11858,0.0,2,1,1,0,0,0,
Full Pets,cat,Higiene,Tropiclean,TrTC11845,0.0,10,8,2,0,0,0,
Full Pets,dog,Higiene,Tropiclean,TrTC11849,0.0,5,4,1,0,0,0,
Full Pets,dog,Higiene,Tropiclean,TrTC11847,0.0,3,3,0,0,0,0,
Virbac,dog,Food,Virbac,VipVC31707,0.0,16,12,4,1,0,1,Available
Virbac,dog,Food,Virbac,VipVC11708,0.0,6,4,2,0,0,0,
nan,,,nan,PapPW91433,0.0,0,0,0,0,0,0,
nan,,,nan,MPpMP11934,0.0,0,0,0,0,0,0,
nan,,,nan,MPpMP11935,0.0,0,0,0,0,0,0,
nan,,,nan,MPpMP11933,0.0,0,0,0,0,0,0,
nan,,,nan,MPpMP11936,0.0,0,0,0,0,0,0,
nan,,,nan,WapWD51884,0.0,4,4,0,0,0,0,
Full Pets,dog,Higiene,Tropiclean,TrTC11848,0.0,3,1,2,1,0,1,Available
nan,,,nan,MPpMP11522,0.0,2,2,0,0,0,0,
Mundo Pet,dog,Accessories,MPets,MPpMP11523,0.0,2,2,0,0,0,0,
Mundo Pet,dog,Accessories,MPets,MPpMP11524,0.0,3,3,0,0,0,0,
nan,,,nan,MPpMP11525,2.0,2,4,0,0,0,0,
nan,,,nan,MPpMP11526,0.0,1,1,0,0,0,0,
nan,,,nan,MPpMP11527,0.0,0,0,0,0,0,0,
Mundo Pet,dog,Accessories,MPets,MPpMP81528,0.0,6,5,1,0,0,0,
Mundo Pet,dog,Food,Natural Wild,NapNW51535,-1.0,7,6,0,0,0,0,
Mundo Pet,dog,Food,Natural Wild,NapNW51537,-2.0,4,2,0,0,0,0,
Mundo Pet,dog,Food,Natural Wild,NapNW51538,-2.0,4,1,1,0,0,0,
Mundo Pet,dog,Food,Natural Wild,NapNW51533,3.0,2,3,2,0,0,0,
Mundo Pet,dog,Food,Natural Wild,NapNW51534,1.0,2,2,1,0,0,0,
Mundo Pet,dog,Higiene,MPets,MPpMP11515,0.0,3,1,2,0,0,0,
Mundo Pet,cat,Accessories,MPets,MPgMP911,0.0,8,6,2,0,0,0,
Mundo Pet,dog,Higiene,MPets,MPpMP11516,0.0,1,0,1,0,0,0,
Mundo Pet,dog,Higiene,MPets,MPpMP11517,0.0,3,1,2,0,0,0,
Mundo Pet,dog,Higiene,MPets,MPpMP11518,0.0,3,2,1,0,0,0,
Mundo Pet,dog,Higiene,MPets,MPpMP11519,1.0,2,3,0,0,0,0,
Mundo Pet,dog,Higiene,MPets,MPpMP11520,0.0,3,2,1,0,0,0,
Mundo Pet,dog,Higiene,MPets,MPpMP11521,0.0,2,0,2,0,0,0,
nan,,,nan,MPpMP11530,0.0,0,0,0,0,0,0,
nan,,,nan,MPpMP11531,0.0,0,0,0,0,0,0,
nan,,,nan,MPpMP11529,0.0,0,0,0,0,0,0,
nan,,,nan,MPgMP9374,0.0,1,1,0,0,0,0,
nan,,,nan,MPgMP9375,0.0,0,0,0,0,0,0,
Mundo Pet,cat,Accessories,MPets,MPgMP5440,0.0,2,1,1,0,0,0,
Mundo Pet,cat,Accessories,MPets,MPgMP5441,-1.0,2,1,0,0,0,0,
Mundo Pet,cat,Accessories,MPets,MPgMP5442,1.0,2,2,1,0,0,0,
Mundo Pet,cat,Accessories,MPets,MPgMP5443,0.0,5,4,1,0,0,0,
nan,,,nan,EApPlacaHDo,0.0,0,0,0,0,0,0,
nan,,,nan,EApPlacaHNe,0.0,1,1,0,0,0,0,
nan,,,nan,EApPlacaHRo,0.0,0,0,0,0,0,0,
nan,,,nan,EApPlacaHCa,0.0,0,0,0,0,0,0,
nan,,,nan,EApPlacaHMo,1.0,0,1,0,0,0,0,
Mundo Pet,cat,Accessories,MPets,MPgMP5708,0.0,4,3,1,0,0,0,
Mundo Pet,cat,Accessories,MPets,MPgMP1710,0.0,3,2,1,0,0,0,
Mundo Pet,cat,Accessories,MPets,MPgMP1711,0.0,1,1,0,0,0,0,
Mundo Pet,cat,Higiene,MPets,MPgMP1712,0.0,3,2,1,0,0,0,
nan,,,nan,MPpMP91510,0.0,0,0,0,0,0,0,
Mundo Pet,dog,Accessories,MPets,MPpMP81332Nar,0.0,2,1,1,0,0,0,
Mundo Pet,dog,Accessories,MPets,MPpMP81332Azu,0.0,2,0,2,0,0,0,
Mundo Pet,dog,Accessories,MPets,MPpMP81332Mo,0.0,4,2,2,0,0,0,
Mundo Pet,dog,Accessories,MPets,MPpMP81332Ver,0.0,2,2,0,0,0,0,
Mundo Pet,cat,Accessories,MPets,MPgMP8384Ce,0.0,2,1,1,0,0,0,
Mundo Pet,cat,Accessories,MPets,MPgMP8383Ro,0.0,2,1,1,0,0,0,
Mundo Pet,cat,Accessories,MPets,MPgMP8377Am,0.0,0,0,0,0,0,0,
Mundo Pet,cat,Accessories,MPets,MPgMP8375Mo,0.0,2,0,2,0,0,0,
Mundo Pet,cat,Accessories,MPets,MPgMP8376Ro,1.0,1,2,0,0,0,0,
Mundo Pet,cat,Accessories,MPets,MPgMP8373Ver,0.0,1,1,0,0,0,0,
nan,,,nan,PugFF495,6.0,27,23,10,0,0,0,
Nestle,cat,Food,Fancy Feast,PugFF499,2.0,15,16,1,0,0,0,
nan,,,nan,PEpPg4214,0.0,0,0,0,0,0,0,
nan,,,nan,PEpPg4225,0.0,0,0,0,0,0,0,
Nestle,dog,Food,Pro Plan,PupPP3435,1.0,6,6,1,0,0,0,
nan,,,nan,BapBA3356,0.0,0,0,0,0,0,0,
Nestle,dog,Food,Pro Plan,PupPP3436,-1.0,10,8,1,1,1,2,Reserve Now
BELINA,dog,Food,Balance,BapBA1385,1.0,51,48,4,7,2,9,Reserve Now
Mundo Pet,dog,Higiene,MPets,MPpMP11712,2.0,8,10,0,0,0,0,
Mundo Pet,dog,Higiene,MPets,MPpMP11713,3.0,63,63,3,4,0,4,Reserve Now
Mundo Pet,dog,Food,Natural Wild,NapNW51714,2.0,8,10,0,0,0,0,
Mundo Pet,dog,Food,Natural Wild,NapNW51715,2.0,11,13,0,0,1,1,Reserve Now
Mundo Pet,dog,Accessories,MPets,MPpMPA1717,1.0,12,11,2,0,0,0,
nan,,,nan,FlpEA51718,2.0,0,2,0,0,0,0,
nan,,,nan,FlpEA51719,2.0,0,2,0,0,0,0,
nan,,,nan,FlpEA51720,2.0,0,2,0,0,0,0,
nan,,,nan,FlFT81824,3.0,2,5,0,0,0,0,
nan,,,nan,FlFTA1827,2.0,0,1,1,0,0,0,
nan,,,nan,ChpClA1723,2.0,0,2,0,0,0,0,
nan,,,nan,ChpClA1724,1.0,0,1,0,0,0,0,
nan,,,nan,ChpClA1725,1.0,0,0,1,0,0,0,
Repagro,dog,Food,MasQPets,MapQP1731,3.0,48,51,0,3,0,3,Reserve Now
Mundo Pet,dog,Food,Natural Wild,NapNW51716,3.0,9,12,0,0,0,0,
Cat & Dog Company,dog,Higiene,Cat & Dog Company,CapCD11698,12.0,0,11,1,1,1,2,Reserve Now
nan,,,nan,CapCD11699,4.0,0,2,2,0,0,0,
Cat & Dog Company,dog,Higiene,Cat & Dog Company,CapCD11700,11.0,0,11,0,0,0,0,
Cat & Dog Company,cat,Higiene,Cat & Dog Company,CagCD11701,5.0,0,4,1,0,0,0,
Cat & Dog Company,dog,Higiene,Cat & Dog Company,CapCD11702,5.0,0,5,0,0,0,0,
Cat & Dog Company,dog,Higiene,Cat & Dog Company,CapCD11703,4.0,0,4,0,0,0,0,
nan,,,nan,ZepZDA1727,1.0,0,0,1,0,0,0,
nan,,,nan,ZepZDA1728,2.0,0,0,2,0,0,0,
nan,,,nan,ZepZDA1729,1.0,0,1,0,0,0,0,
nan,,,nan,ZepZDA1730,2.0,1,2,1,0,0,0,
nan,,,nan,ZepZDA1731,1.0,0,0,1,0,0,0,
nan,,,nan,ZepZDA1732,2.0,0,1,1,0,0,0,
nan,,,nan,ZepZDA1733,1.0,0,0,1,0,0,0,
nan,,,nan,ZepZDA1734,1.0,0,1,0,0,0,0,
nan,,,nan,ZepZDA1735,1.0,0,0,1,0,0,0,
nan,,,nan,ZepZDA1736,1.0,0,1,0,0,0,0,
nan,,,nan,ZepZDA1737,1.0,0,0,1,0,0,0,
nan,,,nan,ZepZDA1738,1.0,0,1,0,0,0,0,
nan,,,nan,ZepZDA1739,1.0,0,1,0,0,0,0,
nan,,,nan,ZepZDA1740,1.0,0,0,1,0,0,0,
nan,,,nan,ZepZDA1741,1.0,0,0,1,0,0,0,
nan,,,nan,ZegZCA1742,2.0,0,2,0,0,0,0,
nan,,,nan,ZegZCA1743,1.0,1,2,0,0,0,0,
nan,,,nan,ZepZDA1744,0.0,3,1,2,0,0,0,
nan,,,nan,ZepZDA1745,1.0,0,0,1,0,0,0,
nan,,,nan,ZepZDA1746,2.0,3,3,2,0,0,0,
nan,,,nan,ZepZDA1747,2.0,2,2,2,0,0,0,
nan,,,nan,ZepZDA1748,1.0,0,0,1,0,0,0,
nan,,,nan,ZepZDA1749,1.0,0,0,1,0,0,0,
nan,,,nan,ZepZDA1750,1.0,1,1,1,0,0,0,
nan,,,nan,ZepZDA1751,0.0,2,0,2,0,0,0,
nan,,,nan,ZepZDA1752,1.0,0,0,1,0,0,0,
nan,,,nan,ZepZDA1753,2.0,0,1,1,0,0,0,
nan,,,nan,ZepZDA1754,1.0,1,1,1,0,0,0,
nan,,,nan,ZegZCA1755,1.0,1,2,0,0,0,0,
nan,,,nan,ZepZDA1756,1.0,0,0,1,0,0,0,
nan,,,nan,ZepZDA1757,2.0,2,2,2,0,0,0,
nan,,,nan,ZepZDA1758,1.0,2,1,2,0,0,0,
nan,,,nan,ZepZDA1759,1.0,0,1,0,0,0,0,
nan,,,nan,ZepZDA1760,1.0,0,0,1,0,0,0,
nan,,,nan,ZepZDA1761,2.0,0,0,2,0,0,0,
nan,,,nan,ZepZDA1762,2.0,0,2,0,0,0,0,
nan,,,nan,ZepZDA1763,1.0,2,1,2,0,0,0,
nan,,,nan,ZepZDA1764,1.0,0,0,1,0,0,0,
nan,,,nan,ZepZDA1765,1.0,0,0,1,0,0,0,
nan,,,nan,ZepZDA1766,1.0,0,0,1,0,0,0,
nan,,,nan,ZepZDA1767,1.0,0,1,0,0,0,0,
nan,,,nan,ZepZDA1768,1.0,0,0,1,0,0,0,
nan,,,nan,ZepZDA1769,3.0,0,0,3,0,0,0,
nan,,,nan,ZepZDA1770,1.0,2,2,1,0,0,0,
nan,,,nan,ZegZDA1771,2.0,0,0,2,0,0,0,
nan,,,nan,ZepZDA1772,1.0,0,0,1,0,0,0,
nan,,,nan,ZepZDA1773,1.0,0,0,1,0,0,0,
nan,,,nan,ZepZDA1774,1.0,2,1,2,0,0,0,
nan,,,nan,ZepZDA1775,1.0,0,0,1,0,0,0,
nan,,,nan,ZepZDA1776,0.0,0,0,0,0,0,0,
DogHood,dog,Accessories,ZeeDog,ZepZDA1777,1.0,10,11,0,0,0,0,
DogHood,dog,Accessories,ZeeDog,ZepZDA1778,2.0,6,8,0,0,0,0,
DogHood,dog,Accessories,ZeeDog,ZepZDA1779,2.0,8,8,2,0,0,0,
DogHood,dog,Accessories,ZeeDog,ZepZDA1780,2.0,9,10,1,0,0,0,
DogHood,dog,Accessories,ZeeDog,ZepZDA1781,2.0,6,8,0,0,0,0,
DogHood,dog,Accessories,ZeeDog,ZepZDA1782,6.0,0,1,5,0,0,0,
DogHood,dog,Accessories,ZeeDog,ZepZDA1783,6.0,0,1,5,0,0,0,
DogHood,dog,Accessories,ZeeDog,ZepZDA1784,7.0,0,5,2,0,0,0,
DogHood,dog,Accessories,ZeeDog,ZepZDA1785,7.0,0,1,6,0,0,0,
DogHood,dog,Accessories,ZeeDog,ZepZDA1786,2.0,10,11,1,0,0,0,
DogHood,dog,Accessories,ZeeDog,ZepZDA1787,1.0,5,4,2,0,0,0,
DogHood,dog,Accessories,ZeeDog,ZepZDA1788,1.0,2,2,1,0,0,0,
DogHood,dog,Accessories,ZeeDog,ZepZDA1789,2.0,3,3,2,0,0,0,
DogHood,dog,Accessories,ZeeDog,ZepZDA1790,2.0,3,4,1,0,0,0,
DogHood,dog,Accessories,ZeeDog,ZepZDA1791,2.0,14,14,2,0,0,0,
DogHood,dog,Accessories,ZeeDog,ZepZDA1792,1.0,1,2,0,0,0,0,
DogHood,dog,Accessories,ZeeDog,ZepZDA1793,1.0,0,1,0,0,0,0,
DogHood,dog,Accessories,ZeeDog,ZepZDA1794,2.0,2,4,0,0,0,0,
DogHood,dog,Accessories,ZeeDog,ZepZDA1795,2.0,0,1,1,0,0,0,
DogHood,dog,Accessories,ZeeDog,ZepZDA1796,8.0,0,7,1,0,0,0,
DogHood,dog,Accessories,ZeeDog,ZepZDA1797,5.0,2,7,0,0,0,0,
TechnoVet,dog,Food,Petlife,PepPEA1799,0.0,4,1,3,0,0,0,
nan,,,nan,PepPEA1800,0.0,12,4,8,0,0,0,
nan,,,nan,PepPEA1801,0.0,4,4,0,0,0,0,
nan,,,nan,PepPEA1802,0.0,4,4,0,0,0,0,
nan,,,nan,PepPEA1803,0.0,4,4,0,0,0,0,
nan,,,nan,PepPEA1804,0.0,4,4,0,0,0,0,
nan,,,nan,PepPEA1805,2.0,13,15,0,0,0,0,
TechnoVet,dog,Food,Petlife,PepPEA1806,0.0,4,0,4,0,0,0,
nan,,,nan,PepPEA1807,4.0,32,30,6,0,0,0,
TechnoVet,dog,Food,Petlife,PepPEA1808,0.0,30,12,18,0,0,0,
TechnoVet,dog,Food,Petlife,PepPEA1809,0.0,30,17,13,4,0,4,Available
TechnoVet,dog,Food,Petilicious,PepPSA1810,12.0,68,76,4,0,10,10,Reserve Now
TechnoVet,dog,Food,Petilicious,PepPSA1811,4.0,94,96,2,0,0,0,
TechnoVet,cat,Food,Petilicious,PepPSA1812,17.0,42,39,20,13,0,13,Available
TechnoVet,dog,Food,Petilicious,PepPSA1813,-1.0,30,23,6,1,0,1,Available
Mundo Pet,dog,Food,Old Prince,OlpOPA1814,2.0,12,11,3,2,0,2,Available
Mundo Pet,dog,Food,Old Prince,OlpOPA1815,2.0,23,21,4,2,0,2,Available
nan,,,nan,OlpOPA1816,0.0,0,0,0,0,0,0,
Mundo Pet,dog,Food,Old Prince,OlpOPA1817,1.0,8,6,3,1,0,1,Available
Mundo Pet,dog,Food,Old Prince,OlpOPA1818,1.0,20,17,4,2,0,2,Available
Mundo Pet,dog,Food,Old Prince,OlpOPA1819,2.0,52,49,5,2,0,2,Available
Nestle,cat,Food,Felix,PugFX473,-3.0,82,67,12,17,0,17,Reserve Now
Nestle,cat,Food,Felix,PugFX476,0.0,63,59,4,14,0,14,Reserve Now
Nestle,cat,Food,Felix,PugFX477,5.0,57,62,0,13,0,13,Reserve Now
nan,,,nan,CoLiOv1,0.0,0,0,0,0,0,0,
nan,,,nan,CoLiOv2,0.0,0,0,0,0,0,0,
nan,,,nan,CoLiOv3,0.0,0,0,0,0,0,0,
nan,,,nan,CoLiOv4,0.0,0,0,0,0,0,0,
nan,,,nan,coLiOv5,0.0,0,0,0,0,0,0,
nan,,,nan,coLiMe6,0.0,0,0,0,0,0,0,
nan,,,nan,coLiMe7,0.0,0,0,0,0,0,0,
nan,,,nan,coLiTr8,0.0,0,0,0,0,0,0,
nan,,,nan,coLiPr9,0.0,0,0,0,0,0,0,
nan,,,nan,coLiBr10,0.0,0,0,0,0,0,0,
nan,,,nan,coLiBr11,0.0,0,0,0,0,0,0,
nan,,,nan,coliCi12,0.0,0,0,0,0,0,0,
nan,,,nan,coliKe13,0.0,0,0,0,0,0,0,
nan,,,nan,coliFl14,0.0,0,0,0,0,0,0,
nan,,,nan,coliCl15,0.0,0,0,0,0,0,0,
nan,,,nan,coliMe16,0.0,0,0,0,0,0,0,
nan,,,nan,coliLo17,0.0,0,0,0,0,0,0,
nan,,,nan,coliTi18,0.0,0,0,0,0,0,0,
nan,,,nan,coliTi19,0.0,0,0,0,0,0,0,
nan,,,nan,coliDo20,0.0,0,0,0,0,0,0,
nan,,,nan,coliCi21,0.0,0,0,0,0,0,0,
nan,,,nan,coliCi22,0.0,0,0,0,0,0,0,
nan,,,nan,cocame23,0.0,0,0,0,0,0,0,
nan,,,nan,cocaLo24,0.0,0,0,0,0,0,0,
nan,,,nan,cocaPr25,0.0,0,0,0,0,0,0,
nan,,,nan,cocaPr26,0.0,0,0,0,0,0,0,
nan,,,nan,cocaAl27,0.0,0,0,0,0,0,0,
nan,,,nan,cocaan28,0.0,0,0,0,0,0,0,
nan,,,nan,cocaCe29,0.0,0,0,0,0,0,0,
nan,,,nan,cocaDo30,,0,0,0,0,0,0,
nan,,,nan,cocaLi31,0.0,0,0,0,0,0,0,
nan,,,nan,cocaLi32,0.0,0,0,0,0,0,0,
nan,,,nan,cocaCr33,0.0,0,0,0,0,0,0,
nan,,,nan,cocaOm34,0.0,0,0,0,0,0,0,
nan,,,nan,cozori35,0.0,0,0,0,0,0,0,
nan,,,nan,cozori36,0.0,0,0,0,0,0,0,
nan,,,nan,cozoAp37,0.0,0,0,0,0,0,0,
nan,,,nan,cozoAp38,0.0,0,0,0,0,0,0,
nan,,,nan,cozoAp39,0.0,0,0,0,0,0,0,
nan,,,nan,cozosi40,0.0,0,0,0,0,0,0,
nan,,,nan,cozosi41,0.0,0,0,0,0,0,0,
nan,,,nan,cozosi42,0.0,0,0,0,0,0,0,
nan,,,nan,cozosi43,0.0,0,0,0,0,0,0,
Herrera & Elizondo,two,Pharmacy,BasicFarma,heBaBa44,0.0,22,17,5,0,0,0,
Herrera & Elizondo,two,Pharmacy,zoofarma,hezoNe45,0.0,6,5,1,0,0,0,
Herrera & Elizondo,two,Pharmacy,zoofarma,hezoLa46,0.0,2,0,2,0,0,0,
nan,,,nan,hezoNe47,0.0,0,0,0,0,0,0,
Herrera & Elizondo,two,Pharmacy,zoofarma,hezoNe48,0.0,6,5,1,0,0,0,
Herrera & Elizondo,dog,Pharmacy,zoofarma,hezoHe49,0.0,7,5,2,0,0,0,
nan,,,nan,hezoHe50,0.0,0,0,0,0,0,0,
Herrera & Elizondo,two,Pharmacy,zoofarma,hezoEn51,0.0,24,20,4,3,0,3,Available
nan,,,nan,hezoEn52,0.0,0,0,0,0,0,0,
Herrera & Elizondo,dog,Pharmacy,zoofarma,hezoHe53,0.0,3,2,1,0,0,0,
nan,,,nan,hezoHe54,0.0,0,0,0,0,0,0,
nan,,,nan,hezoHe55,0.0,0,0,0,0,0,0,
Herrera & Elizondo,two,Pharmacy,zoofarma,hezoOm56,0.0,9,5,4,0,0,0,
nan,,,nan,hezoOm57,0.0,0,0,0,0,0,0,
nan,,,nan,heAlDo58,0.0,100,50,50,0,0,0,
nan,,,nan,heMeSt59,0.0,0,0,0,0,0,0,
nan,,,nan,heMeSt60,0.0,0,0,0,0,0,0,
nan,,,nan,heMeSt61,0.0,0,0,0,0,0,0,
Herrera & Elizondo,two,Pharmacy,Unimedical,heUnCe62,0.0,2,2,0,0,0,0,
Herrera & Elizondo,two,Pharmacy,Unimedical,heUnCe63,0.0,20,0,20,0,0,0,
Herrera & Elizondo,two,Pharmacy,Unimedical,heUnCe64,0.0,1,0,1,0,0,0,
Herrera & Elizondo,two,Pharmacy,Unimedical,heUnCe65,0.0,10,0,10,0,0,0,
Herrera & Elizondo,two,Pharmacy,Unimedical,heUnPr66,0.0,16,15,1,2,0,2,Reserve Now
Herrera & Elizondo,two,Pharmacy,Unimedical,heUnPr67,0.0,30,12,18,0,0,0,
Herrera & Elizondo,two,Pharmacy,Unimedical,heUnPr68,0.0,7,5,2,1,0,1,Available
Herrera & Elizondo,two,Pharmacy,Unimedical,heUnPr69,0.0,20,20,0,0,0,0,
nan,,,nan,heUnKe70,0.0,0,0,0,0,0,0,
nan,,,nan,heUnGr71,0.0,0,0,0,0,0,0,
Herrera & Elizondo,two,Pharmacy,Unimedical,heUnGr72,0.0,2,0,2,0,0,0,
Herrera & Elizondo,two,Pharmacy,Unimedical,heunNo73,0.0,4,3,1,0,0,0,
Herrera & Elizondo,two,Pharmacy,Unimedical,HeunCl74,0.0,4,3,1,0,0,0,
Herrera & Elizondo,two,Pharmacy,Unimedical,heunUn75,0.0,2,1,1,0,0,0,
Herrera & Elizondo,two,Pharmacy,Unimedical,heunUn76,0.0,0,0,0,0,0,0,
Herrera & Elizondo,two,Pharmacy,Unimedical,heunUn77,0.0,120,95,25,0,0,0,
Herrera & Elizondo,dog,Pharmacy,Merial,heMeHe78,15.0,34,38,11,4,0,4,Available
Herrera & Elizondo,dog,Pharmacy,Merial,heMeHe79,21.0,11,33,-1,4,0,4,Reserve Now
Herrera & Elizondo,dog,Pharmacy,Merial,heMeHe80,15.0,9,20,4,1,0,1,Available
Herrera & Elizondo,two,Pharmacy,Unimedical,heUnSa81,0.0,6,3,3,0,0,0,
Herrera & Elizondo,cat,Pharmacy,Boehringer Ingelheim,heBoBr82,0.0,7,5,2,0,0,0,
Herrera & Elizondo,cat,Pharmacy,Boehringer Ingelheim,heBoBr83,0.0,7,7,0,0,0,0,
nan,,,nan,heDFTa84,0.0,0,0,0,0,0,0,
nan,,,nan,heBoFr85,0.0,0,0,0,0,0,0,
nan,,,nan,heBoFr86,0.0,0,0,0,0,0,0,
nan,,,nan,heBoFr87,0.0,0,0,0,0,0,0,
nan,,,nan,heBoFr88,0.0,0,0,0,0,0,0,
nan,,,nan,heBoFr89,0.0,0,0,0,0,0,0,
Herrera & Elizondo,dog,Pharmacy,Boehringer Ingelheim,heBoFr90,0.0,10,8,2,0,0,0,
Herrera & Elizondo,dog,Pharmacy,Boehringer Ingelheim,heBoFr91,0.0,3,1,2,0,0,0,
Herrera & Elizondo,two,Pharmacy,Unimedical,heUnCa92,0.0,24,17,7,0,0,0,
Herrera & Elizondo,two,Pharmacy,Unimedical,heUnOt93,1.0,9,8,2,0,0,0,
Herrera & Elizondo,two,Pharmacy,Unimedical,heUnCl94,0.0,1,0,1,0,0,0,
Herrera & Elizondo,cat,Pharmacy,Beaphar,heBeLa95,0.0,2,1,1,0,0,0,
Herrera & Elizondo,dog,Pharmacy,Beaphar,heBeLa96,0.0,3,1,2,0,0,0,
nan,,,nan,heTaTa97,0.0,0,0,0,0,0,0,
nan,,,nan,heUnKe98,0.0,0,0,0,0,0,0,
Herrera & Elizondo,cat,Pharmacy,Unimedical,heUnCl99,0.0,6,5,1,0,0,0,
